date,total_picks,picks_with_hit,hit_rate,total_singles,total_doubles,total_triples,total_home_runs,total_xbh,xbh_rate,graded_at
2026-08-09,42,28,0.6667,25,10,1,8,19,0.4524,2026-08-10T22:18:54Z
