date,total_picks,picks_with_hit,hit_rate,total_singles,total_doubles,total_triples,total_home_runs,total_xbh,xbh_rate,graded_at
2026-08-03,3,2,0.6667,0,0,0,0,0,0.0,2026-08-05T00:56:03Z
