date,total_picks,picks_with_hit,hit_rate,total_singles,total_doubles,total_triples,total_home_runs,total_xbh,xbh_rate,graded_at
2026-07-24,42,30,0.7143,24,7,2,6,15,0.3571,2026-07-25T13:16:29Z
