date,game_pk,matchup,batting_team,opp_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,prev_game_hits,prev_game_zero_hit_flag,temp_c,wind_kph,precip,batter_whiff_pct,opp_team_defense_drs,bullpen_risk_flag,bullpen_fatigue_score,bullpen_adjustment,pitcher_whiff_pct,high_whiff_flag,elite_defense_flag,weak_defense_flag,context_adjustment,whiff_penalty,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank
2026-08-08,824079,Chicago Cubs @ Kansas City Royals,Chicago Cubs,Kansas City Royals,Seiya Suzuki,673548,2,R,Seth Lugo,R,0.272,0.364,0.475,.257,.347,.439,4.41,1.39,0.274,,,.256,,,0.2702666666666667,4.0713333333333335,2,0,,,,25.6,-3,0,2.39,0.0,0.0,0,0,0,0.0,0.01,0.75,0.4285714274973147,0.34811631586092795,0.6193738469977279,0.3936703367494848,0.6499999999999999,0.486891783576973,2
2026-08-08,824079,Chicago Cubs @ Kansas City Royals,Chicago Cubs,Kansas City Royals,Michael Busch,683737,3,R,Seth Lugo,R,0.244,0.356,0.392,.244,.359,.391,4.41,1.39,0.274,,,.256,,,0.24253333333333332,4.0713333333333335,2,0,,,,25.5,-3,0,2.39,0.0,0.0,0,0,0,0.0,0.01,0.5,0.3583959890767017,0.32876473974273057,0.6193738469977279,0.3553293230003228,0.6499999999999999,0.4263027374850495,3
2026-08-08,822701,Cincinnati Reds @ Washington Nationals,Cincinnati Reds,Washington Nationals,Elly De La Cruz,682829,1,R,Andrew Alvarez,L,0.277,0.36,0.509,.340,.415,.680,3.94,1.45,0.258,,,.254,,,0.27686666666666665,3.53,1,0,,,,27.5,-6,0,0.74,0.0,0.0,0,0,1,0.02,0.01,1.0,0.4411027557867099,0.5155944943795251,0.604179976096251,0.3736385668039615,0.6499999999999999,0.6411984014443508,1
2026-08-08,822701,Cincinnati Reds @ Washington Nationals,Cincinnati Reds,Washington Nationals,Sal Stewart,701398,2,R,Andrew Alvarez,L,0.255,0.333,0.479,.287,.395,.515,3.94,1.45,0.258,,,.254,,,0.2537333333333333,3.53,0,1,,,,25.0,-6,0,0.74,0.0,0.0,0,0,1,0.02,0.01,0.75,0.3859649113133711,0.41564380264479656,0.604179976096251,0.34165700004684807,0.6499999999999999,0.5614134934971017,2
2026-08-08,822701,Cincinnati Reds @ Washington Nationals,Washington Nationals,Cincinnati Reds,CJ Abrams,682928,1,R,Chase Burns,R,0.287,0.361,0.548,.302,.390,.597,2.35,1.1,0.202,,,.187,,,0.2899333333333333,2.176,1,0,,,,27.9,-2,0,1.89,0.0,0.0,0,0,0,0.0,0.01,1.0,0.4661654123655001,0.4479731133677396,0.4517014417049215,0.31877669152800364,0.6499999999999999,0.5003202145826118,3
2026-08-08,824565,Cleveland Guardians @ Chicago White Sox,Cleveland Guardians,Chicago White Sox,Steven Kwan,680757,1,R,Anthony Kay,L,0.264,0.365,0.33,.223,.341,.272,4.01,1.35,0.254,,,.277,,,0.2511333333333334,4.254666666666667,3,0,,,,8.6,-6,0,1.76,0.0,0.0,0,0,1,0.02,0.0,1.0,0.4085213022342824,0.27220397967255816,0.5974161096531003,0.3770930506471766,0.6499999999999999,0.588839785411146,1
2026-08-08,824565,Cleveland Guardians @ Chicago White Sox,Cleveland Guardians,Chicago White Sox,Jo Adell,666176,2,R,Anthony Kay,L,0.236,0.289,0.389,.306,.346,.573,4.01,1.35,0.254,,,.277,,,0.24080000000000001,4.254666666666667,0,1,,,,26.4,-6,0,1.76,0.0,0.0,0,0,1,0.02,0.01,0.75,0.33834586381366943,0.4280660867002303,0.5974161096531003,0.3628073363896763,0.6499999999999999,0.5656624550294391,2
2026-08-08,824565,Cleveland Guardians @ Chicago White Sox,Cleveland Guardians,Chicago White Sox,Chase DeLauter,800050,3,R,Anthony Kay,L,0.28,0.356,0.439,.351,.405,.491,4.01,1.35,0.254,,,.277,,,0.28080000000000005,4.254666666666667,2,0,,,,25.0,-6,0,1.76,0.0,0.0,0,0,1,0.02,0.01,0.5,0.448621552760347,0.4771878293094556,0.5974161096531003,0.4181068754509676,0.6499999999999999,0.5362378215409391,3
2026-08-08,823021,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,JJ Wetherholt,802139,1,R,Kyle Freeland,L,0.246,0.35,0.385,.237,.330,.362,6.81,1.49,0.303,,,.307,,,0.25233333333333335,7.37,0,1,,,,25.0,-11,0,0.43,0.0,0.0,0,0,1,0.02,0.01,1.0,0.3634085203924598,0.3029861066334444,0.7433371397081437,0.5465437782610634,0.6499999999999999,0.6557292353099636,1
2026-08-08,823021,Colorado Rockies @ St. Louis Cardinals,Colorado Rockies,St. Louis Cardinals,Jake McCarthy,664983,1,R,Matthew Liberatore,L,0.298,0.335,0.496,.326,.361,.543,4.97,1.49,0.285,,,.283,,,0.29673333333333335,4.889333333333334,3,0,,,,25.0,-4,0,0.58,0.0,0.0,0,0,0,0.0,0.01,1.0,0.4937343346021695,0.4468152478796597,0.6664779401529378,0.474317649048829,0.6499999999999999,0.6377948413731206,2
2026-08-08,823021,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,Jordan Walker,691023,2,R,Kyle Freeland,L,0.284,0.342,0.489,.299,.390,.523,6.81,1.49,0.303,,,.307,,,0.28546666666666665,7.37,1,0,,,,30.9,-11,0,0.43,0.0,0.0,0,0,1,0.02,0.03,0.75,0.45864661539186297,0.42733742783684625,0.7433371397081437,0.5923502297834995,0.6499999999999999,0.6236880333391795,3
2026-08-08,823188,Detroit Tigers @ San Francisco Giants,Detroit Tigers,San Francisco Giants,Kevin McGonigle,805808,1,R,Landen Roupp,R,0.289,0.395,0.434,.304,.421,.468,4.34,1.29,0.23,,,.244,,,0.28406666666666663,3.9346666666666654,3,0,,,,25.0,10,0,1.56,0.0,0.0,0,1,0,-0.03,0.01,1.0,0.47117794368125815,0.43190240571603083,0.576832185595303,0.40538781596752615,0.6499999999999999,0.5168334295027274,1
2026-08-08,823188,Detroit Tigers @ San Francisco Giants,San Francisco Giants,Detroit Tigers,Bryce Eldridge,805811,1,R,Jackson Jobe,R,0.252,0.347,0.434,.247,.353,.441,,,,,,,,,0.2572,,0,1,,,,25.0,6,0,0.42,0.0,0.0,0,0,0,0.0,0.01,1.0,0.378446114339734,0.3411967715188408,0.5515638756853528,0.35258966267103375,0.6499999999999999,0.508656804985971,2
2026-08-08,823188,Detroit Tigers @ San Francisco Giants,San Francisco Giants,Detroit Tigers,Jung Hoo Lee,808982,2,R,Jackson Jobe,R,0.303,0.34,0.448,.313,.347,.465,,,,,,,,,0.302,,1,0,,,,12.9,6,0,0.42,0.0,0.0,0,0,0,0.0,0.0,0.75,0.5062656628915646,0.4095896647123318,0.5515638756853528,0.41452514641967986,0.6499999999999999,0.49504535084664075,3
2026-08-08,823267,Houston Astros @ San Diego Padres,Houston Astros,San Diego Padres,Jeremy Peña,665161,1,R,Michael King,R,0.306,0.367,0.502,.322,.374,.542,3.45,1.2,0.217,,,.224,,,0.3126,3.2380000000000004,0,1,,,,27.7,8,0,1.29,0.0,0.0,0,1,0,-0.03,0.01,1.0,0.5137844598652017,0.4479832269439161,0.5216901206736618,0.4073123788529449,0.6499999999999999,0.5045996997660191,1
2026-08-08,823267,Houston Astros @ San Diego Padres,San Diego Padres,Houston Astros,Fernando Tatis Jr.,665487,1,R,Peter Lambert,R,0.281,0.35,0.409,.279,.343,.389,3.06,1.13,0.206,,,.270,,,0.28253333333333336,3.300666666666667,2,0,,,,28.6,4,0,0.79,0.0,0.0,0,0,0,0.0,0.01,1.0,0.451127818418226,0.35623672052410343,0.508289016658903,0.3691207830744522,0.6499999999999999,0.5019140025898645,2
2026-08-08,823267,Houston Astros @ San Diego Padres,Houston Astros,San Diego Padres,Yordan Alvarez,670541,2,R,Michael King,R,0.328,0.442,0.636,.351,.476,.682,3.45,1.2,0.217,,,.224,,,0.32613333333333333,3.2380000000000004,1,0,,,,25.0,8,0,1.29,0.0,0.0,0,1,0,-0.03,0.01,0.75,0.5689223043385405,0.552051022962563,0.5216901206736618,0.42602205623534845,0.6499999999999999,0.4834231003780415,3
2026-08-08,823834,Los Angeles Angels @ Miami Marlins,Los Angeles Angels,Miami Marlins,Wade Meckler,685133,1,R,Sandy Alcantara,R,0.299,0.365,0.409,.315,.379,.432,3.65,1.19,0.0,,,.266,,,0.30060000000000003,4.084,0,1,,,,25.0,-5,0,1.76,0.0,0.0,0,0,1,0.02,0.01,1.0,0.4962406002600485,0.4168607549619182,0.43302479720149223,0.43628804674935734,0.6499999999999999,0.5245658349133308,1
2026-08-08,823834,Los Angeles Angels @ Miami Marlins,Los Angeles Angels,Miami Marlins,Mike Trout,545361,2,R,Sandy Alcantara,R,0.239,0.384,0.447,.222,.370,.444,3.65,1.19,0.0,,,.266,,,0.24126666666666666,4.084,0,1,,,,23.7,-5,0,1.76,0.0,0.0,0,0,1,0.02,0.0,0.75,0.34586466078730654,0.32424392688527187,0.43302479720149223,0.3542603971417753,0.6499999999999999,0.449107480453032,2
2026-08-08,823834,Los Angeles Angels @ Miami Marlins,Miami Marlins,Los Angeles Angels,Xavier Edwards,669364,2,R,Walbert Ureña,R,0.284,0.365,0.39,.289,.371,.382,2.51,1.24,0.0,,,.198,,,0.28873333333333323,2.7146666666666666,0,1,,,,16.1,-8,0,1.54,0.0,0.0,0,0,1,0.02,0.0,0.75,0.45864661539186297,0.3759652922210642,0.3809016115763829,0.3461302726759112,0.6499999999999999,0.4451813474295676,3
2026-08-08,823752,Minnesota Twins @ Milwaukee Brewers,Minnesota Twins,Milwaukee Brewers,Austin Martin,668885,1,R,Robert Gasser,L,0.236,0.351,0.315,.248,.404,.363,4.48,1.17,0.238,,,.260,,,0.23966666666666658,4.958333333333333,1,0,,,,25.0,9,0,0.61,0.0,0.0,0,1,0,-0.03,0.01,1.0,0.33834586381366943,0.34455798269313487,0.573103743248797,0.39913997750982777,0.6499999999999999,0.5429416152743969,1
2026-08-08,823752,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,Minnesota Twins,Brice Turang,668930,1,R,Taj Bradley,R,0.268,0.362,0.455,.292,.387,.514,3.69,1.24,0.219,,,.246,,,0.26753333333333335,3.6439999999999997,2,0,,,,21.9,-1,0,1.28,0.0,0.0,0,0,0,0.0,0.0,1.0,0.41854636486579855,0.41704426674674516,0.5435147234018658,0.366875376928534,0.6499999999999999,0.537346790246526,2
2026-08-08,823752,Minnesota Twins @ Milwaukee Brewers,Minnesota Twins,Milwaukee Brewers,Ryan Jeffers,680777,2,R,Robert Gasser,L,0.28,0.383,0.503,.313,.439,.478,4.48,1.17,0.238,,,.260,,,0.28786666666666666,4.958333333333333,1,0,,,,25.0,9,0,0.61,0.0,0.0,0,1,0,-0.03,0.01,0.75,0.448621552760347,0.45058602872260967,0.573103743248797,0.4657759220786838,0.6499999999999999,0.529444018467094,3
2026-08-08,823348,New York Mets @ Pittsburgh Pirates,New York Mets,Pittsburgh Pirates,A.J. Ewing,805999,1,R,Bubba Chandler,R,0.269,0.336,0.407,.266,.329,.391,4.49,1.41,0.228,,,.218,,,0.26746666666666663,4.713333333333333,3,0,,,,25.0,5,0,2.01,0.0,0.0,0,0,0,0.0,0.01,1.0,0.4210526305236776,0.338119417596339,0.5897507201635491,0.4243774659569217,0.6499999999999999,0.5301116903416876,1
2026-08-08,823348,New York Mets @ Pittsburgh Pirates,New York Mets,Pittsburgh Pirates,Francisco Lindor,596019,2,R,Bubba Chandler,R,0.232,0.317,0.421,.234,.312,.425,4.49,1.41,0.228,,,.218,,,0.2304666666666667,4.713333333333333,1,0,,,,25.0,5,0,2.01,0.0,0.0,0,0,0,0.0,0.01,0.75,0.32832080118215334,0.3076598419640614,0.5897507201635491,0.37322539232522745,0.6499999999999999,0.4648239853888642,2
2026-08-08,823348,New York Mets @ Pittsburgh Pirates,Pittsburgh Pirates,New York Mets,Jake Mangum,663968,1,R,Robert Stock,R,0.295,0.35,0.37,.294,.349,.382,1.8,0.6,0.167,,,.000,,,0.30179999999999996,1.8,0,1,,,,21.3,2,0,1.25,0.0,0.0,0,0,0,0.0,0.0,1.0,0.48621553762853237,0.3718385472325411,0.2826732670538836,0.3149308749540534,0.6499999999999999,0.4400012481674084,3
2026-08-08,823426,Toronto Blue Jays @ Philadelphia Phillies,Toronto Blue Jays,Philadelphia Phillies,Brett Bateman,703520,2,R,Aaron Nola,R,0.5,0.75,1.0,.500,.750,1.000,5.55,1.44,0.278,,,.275,,,0.5,5.769999999999999,1,0,,,,25.0,-7,0,1.11,0.0,0.0,0,0,1,0.02,0.01,0.75,0.9999999974937342,0.8878959924629917,0.6720794254179543,0.8027641484149912,0.6499999999999999,0.7190124480033828,1
2026-08-08,823426,Toronto Blue Jays @ Philadelphia Phillies,Toronto Blue Jays,Philadelphia Phillies,Nathan Lukes,664770,1,R,Aaron Nola,R,0.263,0.318,0.361,.291,.338,.404,5.55,1.44,0.278,,,.275,,,0.27713333333333334,5.769999999999999,2,0,,,,17.2,-7,0,1.11,0.0,0.0,0,0,1,0.02,0.0,1.0,0.40601503657640337,0.3696023202371149,0.6720794254179543,0.4946535499451637,0.6499999999999999,0.6032224401764394,2
2026-08-08,823426,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,Kyle Schwarber,656941,1,R,Max Scherzer,R,0.243,0.362,0.521,.220,.343,.496,7.92,1.63,0.285,,,.200,,,0.2474666666666666,7.362500000000001,1,0,,,,35.3,7,0,1.56,0.0,0.0,0,0,0,0.0,0.05,1.0,0.3558897234188227,0.3235703612616768,0.756235687859296,0.5394117179446453,0.6499999999999999,0.5536750543649046,3
