date,game_pk,matchup,batting_team,opp_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,prev_game_hits,prev_game_zero_hit_flag,temp_c,wind_kph,precip,batter_whiff_pct,opp_team_defense_drs,bullpen_risk_flag,bullpen_fatigue_score,bullpen_adjustment,pitcher_whiff_pct,high_whiff_flag,elite_defense_flag,weak_defense_flag,context_adjustment,whiff_penalty,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank,prob_hit_1,prob_hit_2
2026-08-09,824078,Chicago Cubs @ Kansas City Royals,Kansas City Royals,Chicago Cubs,Bobby Witt Jr.,677951,2,R,Matthew Boyd,L,0.285,0.355,0.451,.326,.381,.526,3.59,1.21,0.247,,,.258,,,0.285,5.552142857142856,0,1,,,,24.8,18,0,0.4,0.0,0.0,0,1,0,-0.03,0.0,0.75,0.4863481220369486,0.6658324663063679,0.4891697818775881,0.5344522180407139,0.6499999999999999,0.5783768838459754,2,0.34194740101149285,0.34194740101149285
