date,game_pk,matchup,batting_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,temp_c,wind_kph,precip,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Chicago White Sox,Andrew Benintendi,643217,5,R,Trey Yesavage,R,0.243,0.306,0.427,.252,.317,.457,3.78,1.16,0.186,,,.172,,,0.24139999999999995,2.464,,,,0.0,0.36431784107946025,0.44315,0.3099922299922299,0.38967388329893543,0.5,0.2622362514925093,10
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Chicago White Sox,Braden Montgomery,695731,6,R,Trey Yesavage,R,0.241,0.305,0.414,.250,.330,.464,3.78,1.16,0.186,,,.172,,,0.23466666666666672,2.464,,,,-0.25,0.36131934032983504,0.4467,0.3099922299922299,0.37940678097021824,0.5,0.21158368614320172,11
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Toronto Blue Jays,Alejandro Kirk,672386,6,R,Sean Burke,R,0.202,0.29,0.309,.203,.282,.319,3.2,1.13,0.225,,,.234,,,0.19560000000000002,3.6600000000000006,,,,-0.25,0.3028485757121439,0.34890000000000004,0.3812132650409773,0.3551013110824373,0.5,0.2048541761746588,12
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Toronto Blue Jays,Sean Keys,815873,6,R,Sean Burke,R,0.176,0.2,0.294,.188,.188,.313,3.2,1.13,0.225,,,.234,,,0.192,3.6600000000000006,,,,-0.25,0.26386806596701645,0.3101,0.3812132650409773,0.3496119692433211,0.5,0.19433077489879136,13
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Toronto Blue Jays,Brandon Valenzuela,678218,7,R,Sean Burke,R,0.237,0.316,0.414,.252,.324,.431,3.2,1.13,0.225,,,.234,,,0.24640000000000004,3.6600000000000006,,,,-0.5,0.35532233883058467,0.43710000000000004,0.3812132650409773,0.43256202370107744,0.5,0.1885232830674548,14
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Chicago White Sox,Junior Perez,678577,7,R,Trey Yesavage,R,0.152,0.176,0.333,.286,.375,.714,3.78,1.16,0.186,,,.172,,,0.21086666666666665,2.464,,,,-0.5,0.22788605697151423,0.5653499999999999,0.3099922299922299,0.3431161321449497,0.5,0.18580258881941142,15
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Toronto Blue Jays,Luis Urías,649966,8,R,Sean Burke,R,0.276,0.344,0.517,.308,.400,.538,3.2,1.13,0.225,,,.234,,,0.3381428571428571,3.6600000000000006,,,,-0.75,0.41379310344827586,0.5386,0.3812132650409773,0.5724531081883963,0.5,0.1848819457405526,16
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Chicago White Sox,Tristan Peters,671976,8,R,Trey Yesavage,R,0.293,0.344,0.463,.312,.361,.502,3.78,1.16,0.186,,,.172,,,0.2932666666666667,2.464,,,,-0.75,0.4392803598200899,0.52165,0.3099922299922299,0.4687610675736101,0.5,0.14372432913371047,17
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Chicago White Sox,Randal Grichuk,545341,7,R,Trey Yesavage,R,0.246,0.28,0.507,.208,.204,.377,3.78,1.16,0.186,,,.172,,,0.2589333333333334,2.464,,,,-0.5,0.36881559220389803,0.3513,0.3099922299922299,0.41640901114500173,0.5,0.14328402066941925,18
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Toronto Blue Jays,Andrés Giménez,665926,8,R,Sean Burke,R,0.231,0.275,0.361,.245,.284,.382,3.2,1.13,0.225,,,.234,,,0.23593333333333338,3.6600000000000006,,,,-0.75,0.34632683658170915,0.40609999999999996,0.3812132650409773,0.41660227057623955,0.5,0.1283793200987291,19
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Toronto Blue Jays,Jonatan Clase,682729,9,R,Sean Burke,R,0.273,0.36,0.545,.267,.353,.667,3.2,1.13,0.225,,,.234,,,0.2784444444444445,3.6600000000000006,,,,-1.0,0.40929535232383807,0.5286500000000001,0.3812132650409773,0.4814239430344454,0.5,0.11874007096746002,20
2026-07-19,822786,Chicago White Sox @ Toronto Blue Jays,Chicago White Sox,Drew Romo,691011,9,R,Trey Yesavage,R,0.13,0.221,0.306,.129,.202,.306,3.78,1.16,0.186,,,.172,,,0.14913333333333334,2.464,,,,-1.0,0.19490254872563717,0.2584,0.3099922299922299,0.24898408505195668,0.5,-0.00505471824453755,21
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Jake McCarthy,664983,1,R,Hunter Greene,R,0.302,0.348,0.514,.286,.333,.502,7.15,1.41,0.25,,,.222,,,0.3020666666666667,11.906666666666666,,,,1.0,0.45277361319340326,0.49124999999999996,0.6133141475888327,0.7605964420932523,0.5,0.6208962105906377,1
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Mickey Moniak,666160,2,R,Hunter Greene,R,0.275,0.322,0.56,.295,.344,.614,7.15,1.41,0.25,,,.222,,,0.2770666666666667,11.906666666666666,,,,0.75,0.4122938530734633,0.5357000000000001,0.6133141475888327,0.7224760126549452,0.5,0.5762906461748917,2
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Elly De La Cruz,682829,1,R,Ryan Feltner,R,0.284,0.354,0.511,.266,.337,.445,5.18,1.37,0.252,,,.244,,,0.27466666666666667,4.746428571428571,,,,1.0,0.42578710644677653,0.45715000000000006,0.5458705487027307,0.5076968640315972,0.5,0.5542031942155589,3
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Hunter Goodman,696100,3,R,Hunter Greene,R,0.254,0.323,0.542,.234,.298,.528,7.15,1.41,0.25,,,.222,,,0.24919999999999998,11.906666666666666,,,,0.5,0.38080959520239877,0.4435,0.6133141475888327,0.6799844406410456,0.5,0.49686691037280667,4
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Sal Stewart,701398,2,R,Ryan Feltner,R,0.253,0.335,0.469,.245,.318,.451,5.18,1.37,0.252,,,.244,,,0.2553333333333334,4.746428571428571,,,,0.75,0.3793103448275862,0.4353,0.5458705487027307,0.4782170652659731,0.5,0.49431872440071517,5
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,TJ Rumfield,681198,4,R,Hunter Greene,R,0.301,0.383,0.484,.317,.401,.533,7.15,1.41,0.25,,,.222,,,0.2968,11.906666666666666,,,,0.25,0.4512743628185907,0.54545,0.6133141475888327,0.7525657382915824,0.5,0.4832416050203872,6
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,JJ Bleday,668709,3,R,Ryan Feltner,R,0.243,0.353,0.49,.251,.362,.509,5.18,1.37,0.252,,,.244,,,0.23879999999999998,4.746428571428571,,,,0.5,0.36431784107946025,0.4691,0.5458705487027307,0.4530067545974392,0.5,0.44898717780043507,7
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Willi Castro,650489,5,R,Hunter Greene,R,0.264,0.332,0.389,.247,.327,.389,7.15,1.41,0.25,,,.222,,,0.2666000000000001,11.906666666666666,,,,0.0,0.39580209895052476,0.42074999999999996,0.6133141475888327,0.7065162595301074,0.5,0.3951591832061659,8
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Spencer Steer,668715,4,R,Ryan Feltner,R,0.249,0.328,0.44,.220,.289,.384,5.18,1.37,0.252,,,.244,,,0.24179999999999996,4.746428571428571,,,,0.25,0.3733133433283358,0.38544999999999996,0.5458705487027307,0.457581206130036,0.5,0.3787608455303246,9
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Nathaniel Lowe,663993,5,R,Ryan Feltner,R,0.254,0.339,0.483,.269,.357,.505,5.18,1.37,0.252,,,.244,,,0.253,4.746428571428571,,,,0.0,0.38080959520239877,0.48285,0.5458705487027307,0.47465915851839763,0.5,0.3556725383885788,10
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Kyle Karros,691720,6,R,Hunter Greene,R,0.259,0.355,0.433,.244,.352,.444,7.15,1.41,0.25,,,.222,,,0.26139999999999997,11.906666666666666,,,,-0.25,0.38830584707646176,0.44079999999999997,0.6133141475888327,0.6985872102069393,0.5,0.34898232580769073,11
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Troy Johnston,687859,7,R,Hunter Greene,R,0.297,0.368,0.413,.326,.403,.451,7.15,1.41,0.25,,,.222,,,0.3079333333333333,11.906666666666666,,,,-0.5,0.44527736131934026,0.52945,0.6133141475888327,0.7695420362014416,0.5,0.33178804970686604,12
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Eugenio Suárez,553993,6,R,Ryan Feltner,R,0.213,0.286,0.402,.213,.280,.383,5.18,1.37,0.252,,,.244,,,0.20680000000000004,4.746428571428571,,,,-0.25,0.3193403298350824,0.37660000000000005,0.5458705487027307,0.40421260491640615,0.5,0.26854305534828016,13
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Tyler Freeman,671289,8,R,Hunter Greene,R,0.26,0.337,0.336,.277,.363,.345,7.15,1.41,0.25,,,.222,,,0.26986666666666675,11.906666666666666,,,,-0.75,0.38980509745127434,0.44355,0.6133141475888327,0.7114973289767128,0.5,0.2516063436231567,14
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Tyler Stephenson,663886,7,R,Ryan Feltner,R,0.241,0.321,0.375,.251,.313,.391,5.18,1.37,0.252,,,.244,,,0.2298666666666667,4.746428571428571,,,,-0.5,0.36131934032983504,0.42145000000000005,0.5458705487027307,0.43938505447815085,0.5,0.2350314227825418,15
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Colorado Rockies,Edouard Julien,666397,9,R,Hunter Greene,R,0.223,0.335,0.312,.230,.335,.327,7.15,1.41,0.25,,,.222,,,0.22613333333333333,11.906666666666666,,,,-1.0,0.33433283358320837,0.38885000000000003,0.6133141475888327,0.6448119910793009,0.5,0.17792854293854493,16
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,TJ Friedl,670770,8,R,Ryan Feltner,R,0.177,0.257,0.266,.175,.261,.281,5.18,1.37,0.252,,,.244,,,0.17646666666666666,4.746428571428571,,,,-0.75,0.26536731634182903,0.30705,0.5458705487027307,0.35795981719792674,0.5,0.14421763719050817,17
2026-07-19,824330,Cincinnati Reds @ Colorado Rockies,Cincinnati Reds,Dane Myers,667472,9,R,Ryan Feltner,R,0.254,0.357,0.385,.241,.349,.296,5.18,1.37,0.252,,,.244,,,0.2582,4.746428571428571,,,,-1.0,0.38080959520239877,0.39295,0.5458705487027307,0.48258820784156553,0.5,0.13438689578705404,18
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Kevin McGonigle,805808,1,R,Ryan Johnson,R,0.281,0.389,0.418,.286,.404,.440,6.75,1.5,0.28,,,.291,,,0.2837333333333333,11.042222222222223,,,,1.0,0.42128935532233885,0.49039999999999995,0.7040437710287365,0.7071533200255378,0.5,0.6398861293124516,1
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Dillon Dingler,693307,2,R,Ryan Johnson,R,0.263,0.329,0.508,.273,.341,.541,6.75,1.5,0.28,,,.291,,,0.26453333333333334,11.042222222222223,,,,0.75,0.39430284857571213,0.49325,0.7040437710287365,0.677876830216918,0.5,0.5862071558411586,2
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Colt Keith,690993,3,R,Ryan Johnson,R,0.256,0.302,0.399,.267,.313,.421,6.75,1.5,0.28,,,.291,,,0.24939999999999998,11.042222222222223,,,,0.5,0.383808095952024,0.44484999999999997,0.7040437710287365,0.6548012635969294,0.5,0.5206458208481604,3
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Riley Greene,682985,4,R,Ryan Johnson,R,0.286,0.377,0.46,.302,.377,.494,6.75,1.5,0.28,,,.291,,,0.2881333333333333,11.042222222222223,,,,0.25,0.42878560719640174,0.51425,0.7040437710287365,0.7138625156066798,0.5,0.4968550086496229,4
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Zach Neto,687263,1,R,Casey Mize,R,0.235,0.325,0.449,.226,.309,.431,2.79,1.0,0.209,,,.252,,,0.2306666666666667,2.8299999999999996,,,,1.0,0.35232383808095946,0.40995000000000004,0.33383260876556275,0.38409902058140993,0.5,0.46025213571688034,5
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Mike Trout,545361,2,R,Casey Mize,R,0.238,0.39,0.472,.237,.386,.479,2.79,1.0,0.209,,,.252,,,0.22993333333333335,2.8299999999999996,,,,0.75,0.35682158920539725,0.45349999999999996,0.33383260876556275,0.3829808213178863,0.5,0.4209719058273518,6
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Spencer Torkelson,679529,5,R,Ryan Johnson,R,0.209,0.304,0.427,.193,.279,.422,6.75,1.5,0.28,,,.291,,,0.21260000000000004,11.042222222222223,,,,0.0,0.31334332833583206,0.37005,0.7040437710287365,0.5986879914637413,0.5,0.3935288300281822,7
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Nolan Schanuel,694384,3,R,Casey Mize,R,0.273,0.345,0.392,.291,.361,.413,2.79,1.0,0.209,,,.252,,,0.26626666666666676,2.8299999999999996,,,,0.5,0.40929535232383807,0.47605,0.33383260876556275,0.4383825121015594,0.5,0.38491965944490275,8
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Kerry Carpenter,681481,6,R,Ryan Johnson,R,0.215,0.289,0.445,.223,.294,.473,6.75,1.5,0.28,,,.291,,,0.22893333333333338,11.042222222222223,,,,-0.25,0.32233883058470764,0.4161,0.7040437710287365,0.6235933386967687,0.5,0.3587771321131362,9
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Hao-Yu Lee,701678,7,R,Ryan Johnson,R,0.255,0.288,0.392,.241,.276,.349,6.75,1.5,0.28,,,.291,,,0.25326666666666664,11.042222222222223,,,,-0.5,0.3823088455772114,0.39060000000000006,0.7040437710287365,0.6606972233500541,0.5,0.30796771481112906,10
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Jorge Soler,624585,4,R,Casey Mize,R,0.209,0.299,0.383,.210,.301,.410,2.79,1.0,0.209,,,.252,,,0.2137333333333334,2.8299999999999996,,,,0.25,0.31334332833583206,0.38725,0.33383260876556275,0.3582787830418633,0.5,0.30070410008594833,11
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Vaughn Grissom,687093,5,R,Casey Mize,R,0.251,0.323,0.387,.248,.306,.430,2.79,1.0,0.209,,,.252,,,0.24073333333333335,2.8299999999999996,,,,0.0,0.376311844077961,0.4287,0.33383260876556275,0.3994488468352349,0.5,0.26724210965495404,12
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Josh Lowe,666139,6,R,Casey Mize,R,0.205,0.246,0.364,.209,.258,.392,2.79,1.0,0.209,,,.252,,,0.2098,2.8299999999999996,,,,-0.25,0.3073463268365817,0.3702,0.33383260876556275,0.35228116881023624,0.5,0.19554195795120427,13
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,James Outman,681546,8,R,Ryan Johnson,R,0.155,0.221,0.287,.121,.175,.224,6.75,1.5,0.28,,,.291,,,0.1592666666666667,11.042222222222223,,,,-0.75,0.23238380809595202,0.21985,0.7040437710287365,0.5173644086620195,0.5,0.19378029260792384,14
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Detroit Tigers,Jake Rogers,668670,9,R,Ryan Johnson,R,0.174,0.27,0.326,.145,.247,.275,6.75,1.5,0.28,,,.291,,,0.15573333333333336,11.042222222222223,,,,-1.0,0.2608695652173913,0.27475,0.7040437710287365,0.5119767213014054,0.5,0.15669713950383174,15
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Jo Adell,666176,7,R,Casey Mize,R,0.239,0.285,0.387,.215,.264,.325,2.79,1.0,0.209,,,.252,,,0.24559999999999998,2.8299999999999996,,,,-0.5,0.3583208395802099,0.357,0.33383260876556275,0.4068696237658921,0.5,0.15043022619455265,16
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Oswald Peraza,672724,8,R,Casey Mize,R,0.238,0.282,0.377,.220,.275,.304,2.79,1.0,0.209,,,.252,,,0.2484,2.8299999999999996,,,,-0.75,0.35682158920539725,0.35795000000000005,0.33383260876556275,0.41113911186298246,0.5,0.10130814940911619,17
2026-07-19,824007,Detroit Tigers @ Los Angeles Angels,Los Angeles Angels,Tyler Heineman,623168,9,R,Casey Mize,R,0.175,0.223,0.227,.172,.243,.250,2.79,1.0,0.209,,,.252,,,0.15793333333333331,2.8299999999999996,,,,-1.0,0.2623688155922039,0.29055,0.33383260876556275,0.2731939845355617,0.5,0.01376638031000306,18
