date,game_pk,matchup,batting_team,opp_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,temp_c,wind_kph,precip,batter_whiff_pct,opp_team_defense_drs,bullpen_risk_flag,bullpen_fatigue_score,bullpen_adjustment,pitcher_whiff_pct,high_whiff_flag,elite_defense_flag,weak_defense_flag,context_adjustment,whiff_penalty,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank,batter_api_name,team_name_api,had_hit,hit_count,single_count,double_count,triple_count,home_run_count,xbh_count,at_bats,plate_appearances,runs_scored,rbi,walks,strikeouts,result_label,graded_at
2026-07-24,822707,Arizona Diamondbacks @ Washington Nationals,Arizona Diamondbacks,Washington Nationals,Ketel Marte,606466,1,R,Carson Palmquist,L,0.258,0.313,0.461,0.305,0.348,0.61,8.74,1.68,0.34,,,0.36,,,0.2611999999999999,5.911428571428572,,,,20.6,-6,0,0,0.0,0.0,0,0,1,0.02,0.0,1.0,0.2807017543859649,0.7313045489859498,0.7820301291248206,0.6441173458619802,0.6499999999999999,0.7990527778632306,1,Ketel Marte,Arizona Diamondbacks,1,1,1,0,0,0,0,5,5,1,1,0,2,single_only,2026-07-25T13:16:29Z
2026-07-24,822707,Arizona Diamondbacks @ Washington Nationals,Arizona Diamondbacks,Washington Nationals,Corbin Carroll,682998,2,R,Carson Palmquist,L,0.251,0.341,0.492,0.348,0.415,0.6,8.74,1.68,0.34,,,0.36,,,0.2567333333333333,5.911428571428572,,,,29.2,-6,0,0,0.0,0.0,0,0,1,0.02,0.01,0.75,0.2653508771929824,0.816288554314451,0.7820301291248206,0.6298468453294992,0.6499999999999999,0.7581582041154837,2,Corbin Carroll,Arizona Diamondbacks,1,1,1,0,0,0,0,3,5,0,0,2,0,single_only,2026-07-25T13:16:29Z
2026-07-24,822707,Arizona Diamondbacks @ Washington Nationals,Arizona Diamondbacks,Washington Nationals,Geraldo Perdomo,672695,3,R,Carson Palmquist,L,0.236,0.355,0.353,0.228,0.311,0.317,8.74,1.68,0.34,,,0.36,,,0.2409999999999999,5.911428571428572,,,,12.2,-6,0,0,0.0,0.0,0,0,1,0.02,0.0,0.5,0.2324561403508771,0.5333264688950785,0.7820301291248206,0.5795806046479228,0.6499999999999999,0.6398777466584042,3,Geraldo Perdomo,Arizona Diamondbacks,0,0,0,0,0,0,0,3,5,0,0,2,2,no_hit,2026-07-25T13:16:29Z
2026-07-24,823680,Athletics @ Minnesota Twins,Minnesota Twins,Athletics,Austin Martin,668885,1,R,Jacob Lopez,L,0.239,0.351,0.313,0.245,0.397,0.347,6.64,1.73,0.283,,,0.307,,,0.2448,6.414666666666666,,,,25.0,-9,0,0,0.0,0.0,0,0,1,0.02,0.01,1.0,0.2390350877192982,0.6074196830417614,0.6488954639745838,0.6239616613418532,0.6499999999999999,0.7151178091540934,1,Austin Martin,Minnesota Twins,1,1,0,1,0,0,1,2,4,0,0,2,0,double,2026-07-25T13:16:29Z
2026-07-24,823680,Athletics @ Minnesota Twins,Minnesota Twins,Athletics,Ryan Jeffers,680777,3,R,Jacob Lopez,L,0.284,0.392,0.541,0.315,0.448,0.519,6.64,1.73,0.283,,,0.307,,,0.2918666666666666,6.414666666666666,,,,25.0,-9,0,0,0.0,0.0,0,0,1,0.02,0.01,0.5,0.337719298245614,0.7694517590615509,0.6488954639745838,0.7743343982960595,0.6499999999999999,0.6781817387021717,2,Ryan Jeffers,Minnesota Twins,1,1,1,0,0,0,0,4,4,0,0,0,1,single_only,2026-07-25T13:16:29Z
2026-07-24,823680,Athletics @ Minnesota Twins,Minnesota Twins,Athletics,Byron Buxton,621439,2,R,Jacob Lopez,L,0.274,0.331,0.568,0.273,0.319,0.455,6.64,1.73,0.283,,,0.307,,,0.2727333333333333,6.414666666666666,,,,30.9,-9,0,0,0.0,0.0,0,0,1,0.02,0.03,0.75,0.3157894736842105,0.6324901799134415,0.6488954639745838,0.7132055378061768,0.6499999999999999,0.664772014841662,3,Byron Buxton,Minnesota Twins,0,0,0,0,0,0,0,3,4,0,0,0,0,no_hit,2026-07-25T13:16:29Z
2026-07-24,824812,Atlanta Braves @ Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Drake Baldwin,686948,1,R,Trevor Rogers,L,0.275,0.366,0.48,0.256,0.34,0.44,4.28,1.3,0.251,,,0.275,,,0.2616666666666666,5.357333333333333,,,,23.7,3,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.3179824561403509,0.6180616250777174,0.456114627329783,0.6101095953384228,0.6499999999999999,0.6478662337691277,1,Drake Baldwin,Atlanta Braves,1,1,0,0,0,1,1,5,5,1,1,0,3,home_run,2026-07-25T13:16:29Z
2026-07-24,824812,Atlanta Braves @ Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Ozzie Albies,645277,2,R,Trevor Rogers,L,0.264,0.316,0.438,0.291,0.31,0.488,4.28,1.3,0.251,,,0.275,,,0.2678666666666666,5.357333333333333,,,,20.8,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0.75,0.293859649122807,0.6595041424536109,0.456114627329783,0.6299179020476879,0.6499999999999999,0.6111981091194908,2,Ozzie Albies,Atlanta Braves,1,1,1,0,0,0,0,5,5,1,0,0,3,single_only,2026-07-25T13:16:29Z
2026-07-24,824812,Atlanta Braves @ Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Matt Olson,621566,3,R,Trevor Rogers,L,0.267,0.344,0.526,0.267,0.33,0.483,4.28,1.3,0.251,,,0.275,,,0.2690666666666667,5.357333333333333,,,,24.6,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.3004385964912281,0.63875856747811,0.456114627329783,0.6337517678623845,0.6499999999999999,0.5565867952478201,3,Matt Olson,Atlanta Braves,1,2,1,0,0,1,1,5,5,1,3,0,2,multi_hit_xbh,2026-07-25T13:16:29Z
2026-07-24,823352,Chicago Cubs @ Pittsburgh Pirates,Pittsburgh Pirates,Chicago Cubs,Jake Mangum,663968,1,R,Matthew Boyd,L,0.303,0.353,0.375,0.286,0.338,0.317,4.15,1.21,0.246,,,0.26,,,0.3062666666666667,6.332999999999999,,,,21.3,18,0,0,0.0,0.0,0,1,0,-0.03,0.0,1.0,0.3793859649122807,0.6190049208778784,0.4244371916771092,0.8151087265690007,0.6499999999999999,0.6393486967079524,1,Jake Mangum,Pittsburgh Pirates,1,2,2,0,0,0,0,5,5,0,0,0,0,multi_hit,2026-07-25T13:16:29Z
