date,total_picks,picks_with_hit,hit_rate,total_singles,total_doubles,total_triples,total_home_runs,total_xbh,xbh_rate,graded_at
2026-07-25,24,15,0.625,17,4,0,1,5,0.2083,2026-07-26T16:01:28Z
