date,game_pk,matchup,batting_team,opp_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,temp_c,wind_kph,precip,batter_whiff_pct,opp_team_defense_drs,bullpen_risk_flag,bullpen_fatigue_score,bullpen_adjustment,pitcher_whiff_pct,high_whiff_flag,elite_defense_flag,weak_defense_flag,context_adjustment,whiff_penalty,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank
2026-07-24,822707,Arizona Diamondbacks @ Washington Nationals,Arizona Diamondbacks,Washington Nationals,Ketel Marte,606466,1,R,Carson Palmquist,L,0.258,0.313,0.461,.305,.348,.610,8.74,1.68,0.34,,,.360,,,0.26119999999999993,5.911428571428572,,,,20.6,-6,0,0,0.0,0.0,0,0,1,0.02,0.0,1.0,0.28070175438596495,0.7313045489859498,0.7820301291248206,0.6441173458619802,0.6499999999999999,0.7990527778632306,1
2026-07-24,822707,Arizona Diamondbacks @ Washington Nationals,Arizona Diamondbacks,Washington Nationals,Corbin Carroll,682998,2,R,Carson Palmquist,L,0.251,0.341,0.492,.348,.415,.600,8.74,1.68,0.34,,,.360,,,0.25673333333333337,5.911428571428572,,,,29.2,-6,0,0,0.0,0.0,0,0,1,0.02,0.01,0.75,0.26535087719298245,0.816288554314451,0.7820301291248206,0.6298468453294992,0.6499999999999999,0.7581582041154837,2
2026-07-24,822707,Arizona Diamondbacks @ Washington Nationals,Arizona Diamondbacks,Washington Nationals,Geraldo Perdomo,672695,3,R,Carson Palmquist,L,0.236,0.355,0.353,.228,.311,.317,8.74,1.68,0.34,,,.360,,,0.24099999999999996,5.911428571428572,,,,12.2,-6,0,0,0.0,0.0,0,0,1,0.02,0.0,0.5,0.23245614035087717,0.5333264688950785,0.7820301291248206,0.5795806046479228,0.6499999999999999,0.6398777466584042,3
2026-07-24,823680,Athletics @ Minnesota Twins,Minnesota Twins,Athletics,Austin Martin,668885,1,R,Jacob Lopez,L,0.239,0.351,0.313,.245,.397,.347,6.64,1.73,0.283,,,.307,,,0.24480000000000005,6.414666666666666,,,,25.0,-9,0,0,0.0,0.0,0,0,1,0.02,0.01,1.0,0.23903508771929824,0.6074196830417614,0.6488954639745838,0.6239616613418532,0.6499999999999999,0.7151178091540934,1
2026-07-24,823680,Athletics @ Minnesota Twins,Minnesota Twins,Athletics,Ryan Jeffers,680777,3,R,Jacob Lopez,L,0.284,0.392,0.541,.315,.448,.519,6.64,1.73,0.283,,,.307,,,0.2918666666666666,6.414666666666666,,,,25.0,-9,0,0,0.0,0.0,0,0,1,0.02,0.01,0.5,0.337719298245614,0.7694517590615509,0.6488954639745838,0.7743343982960595,0.6499999999999999,0.6781817387021717,2
2026-07-24,823680,Athletics @ Minnesota Twins,Minnesota Twins,Athletics,Byron Buxton,621439,2,R,Jacob Lopez,L,0.274,0.331,0.568,.273,.319,.455,6.64,1.73,0.283,,,.307,,,0.2727333333333333,6.414666666666666,,,,30.9,-9,0,0,0.0,0.0,0,0,1,0.02,0.03,0.75,0.31578947368421056,0.6324901799134415,0.6488954639745838,0.7132055378061768,0.6499999999999999,0.664772014841662,3
2026-07-24,824812,Atlanta Braves @ Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Drake Baldwin,686948,1,R,Trevor Rogers,L,0.275,0.366,0.48,.256,.340,.440,4.28,1.3,0.251,,,.275,,,0.26166666666666666,5.357333333333333,,,,23.7,3,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.3179824561403509,0.6180616250777174,0.456114627329783,0.6101095953384228,0.6499999999999999,0.6478662337691277,1
2026-07-24,824812,Atlanta Braves @ Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Ozzie Albies,645277,2,R,Trevor Rogers,L,0.264,0.316,0.438,.291,.310,.488,4.28,1.3,0.251,,,.275,,,0.26786666666666664,5.357333333333333,,,,20.8,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0.75,0.29385964912280704,0.6595041424536109,0.456114627329783,0.6299179020476879,0.6499999999999999,0.6111981091194908,2
2026-07-24,824812,Atlanta Braves @ Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Matt Olson,621566,3,R,Trevor Rogers,L,0.267,0.344,0.526,.267,.330,.483,4.28,1.3,0.251,,,.275,,,0.2690666666666667,5.357333333333333,,,,24.6,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.3004385964912281,0.63875856747811,0.456114627329783,0.6337517678623845,0.6499999999999999,0.5565867952478201,3
2026-07-24,823352,Chicago Cubs @ Pittsburgh Pirates,Pittsburgh Pirates,Chicago Cubs,Jake Mangum,663968,1,R,Matthew Boyd,L,0.303,0.353,0.375,.286,.338,.317,4.15,1.21,0.246,,,.260,,,0.3062666666666667,6.332999999999999,,,,21.3,18,0,0,0.0,0.0,0,1,0,-0.03,0.0,1.0,0.3793859649122807,0.6190049208778784,0.42443719167710925,0.8151087265690007,0.6499999999999999,0.6393486967079524,1
2026-07-24,823352,Chicago Cubs @ Pittsburgh Pirates,Pittsburgh Pirates,Chicago Cubs,Nick Gonzales,693304,2,R,Matthew Boyd,L,0.313,0.371,0.415,.274,.328,.340,4.15,1.21,0.246,,,.260,,,0.30959999999999993,6.332999999999999,,,,24.5,18,0,0,0.0,0.0,0,1,0,-0.03,0.0,0.75,0.40131578947368424,0.6055589486286961,0.42443719167710925,0.8257583538320461,0.6499999999999999,0.5875846477351137,2
2026-07-24,823352,Chicago Cubs @ Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,Pete Crow-Armstrong,691718,1,R,Jared Jones,R,0.282,0.383,0.517,.279,.369,.543,4.05,1.1,0.213,,,.153,,,0.2887333333333333,5.707777777777777,,,,28.3,5,0,0,0.0,0.0,0,0,0,0.0,0.01,1.0,0.3333333333333333,0.6909066138635287,0.32009357491038476,0.7190361632473841,0.6499999999999999,0.5816101504261051,3
2026-07-24,823031,Cincinnati Reds @ St. Louis Cardinals,St. Louis Cardinals,Cincinnati Reds,JJ Wetherholt,802139,1,R,Rhett Lowder,R,0.259,0.352,0.403,.260,.353,.416,5.75,1.64,0.281,,,.278,,,0.26253333333333334,4.5953333333333335,,,,25.0,-2,0,0,0.0,0.0,0,0,0,0.0,0.01,1.0,0.2828947368421053,0.6228848400320705,0.5899570555227127,0.5640601612969742,0.6499999999999999,0.6223173508593773,1
2026-07-24,823031,Cincinnati Reds @ St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,Elly De La Cruz,682829,1,R,Dustin May,R,0.276,0.351,0.503,.259,.335,.440,4.78,1.32,0.261,,,.225,,,0.27580000000000005,4.735333333333333,,,,27.5,-4,0,0,0.0,0.0,0,0,0,0.0,0.01,1.0,0.3201754385964913,0.6191824245680821,0.45992631106359866,0.6154149260954683,0.6499999999999999,0.5900857383754203,2
2026-07-24,823031,Cincinnati Reds @ St. Louis Cardinals,St. Louis Cardinals,Cincinnati Reds,Jordan Walker,691023,2,R,Rhett Lowder,R,0.291,0.352,0.519,.285,.337,.507,5.75,1.64,0.281,,,.278,,,0.2922666666666666,4.5953333333333335,,,,30.9,-2,0,0,0.0,0.0,0,0,0,0.0,0.03,0.75,0.3530701754385965,0.6714851215952652,0.5899570555227127,0.6590548364833425,0.6499999999999999,0.5787166225281313,3
2026-07-24,822952,Cleveland Guardians @ Tampa Bay Rays,Tampa Bay Rays,Cleveland Guardians,Yandy Díaz,650490,1,R,Joey Cantillo,L,0.307,0.382,0.467,.305,.380,.486,3.74,1.42,0.249,,,.259,,,0.31646666666666673,3.714,,,,14.2,7,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.3881578947368421,0.7124728339477233,0.4512185995584116,0.6799075768823035,0.6499999999999999,0.6804699248867998,1
2026-07-24,822952,Cleveland Guardians @ Tampa Bay Rays,Tampa Bay Rays,Cleveland Guardians,Junior Caminero,691406,3,R,Joey Cantillo,L,0.287,0.378,0.553,.333,.455,.596,3.74,1.42,0.249,,,.259,,,0.28206666666666674,3.714,,,,22.4,7,0,0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.34429824561403505,0.8173067622748051,0.4512185995584116,0.5700034235276711,0.6499999999999999,0.5901927839653754,2
2026-07-24,822952,Cleveland Guardians @ Tampa Bay Rays,Cleveland Guardians,Tampa Bay Rays,Chase DeLauter,800050,2,R,Shane McClanahan,L,0.284,0.349,0.448,.363,.405,.510,3.16,1.15,0.216,,,.241,,,0.2793333333333334,3.094666666666666,,,,25.0,6,0,0,0.0,0.0,0,0,0,0.0,0.01,0.75,0.337719298245614,0.8039667077017634,0.34695595867359685,0.5215924831583059,0.6499999999999999,0.5883173370012658,3
2026-07-24,823759,Colorado Rockies @ Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Jake McCarthy,664983,1,R,Shane Drohan,L,0.306,0.349,0.518,.364,.402,.558,3.47,1.2,0.245,,,.236,,,0.30313333333333337,3.042666666666667,,,,25.0,9,0,0,0.0,0.0,0,1,0,-0.03,0.01,1.0,0.3859649122807018,0.817351413324193,0.3893685417162249,0.5942993867367262,0.6499999999999999,0.6352933238564246,1
2026-07-24,823759,Colorado Rockies @ Milwaukee Brewers,Milwaukee Brewers,Colorado Rockies,Jackson Chourio,694192,2,R,Tomoyuki Sugano,R,0.278,0.338,0.475,.263,.318,.463,4.66,1.28,0.267,,,.257,,,0.2815333333333333,4.045333333333333,,,,23.3,-11,0,0,0.0,0.0,0,0,1,0.02,0.0,0.75,0.324561403508772,0.6218934836933224,0.47014450483966114,0.5895267041223031,0.6499999999999999,0.5699457279935743,2
2026-07-24,823759,Colorado Rockies @ Milwaukee Brewers,Milwaukee Brewers,Colorado Rockies,Christian Yelich,592885,1,R,Tomoyuki Sugano,R,0.245,0.332,0.4,.238,.329,.376,4.66,1.28,0.267,,,.257,,,0.2428,4.045333333333333,,,,30.8,-11,0,0,0.0,0.0,0,0,1,0.02,0.03,1.0,0.25219298245614036,0.571846980154803,0.47014450483966114,0.4657780353257111,0.6499999999999999,0.5588718017894556,3
2026-07-24,824573,Houston Astros @ Chicago White Sox,Houston Astros,Chicago White Sox,Yordan Alvarez,670541,2,R,Davis Martin,R,0.328,0.433,0.656,.348,.465,.704,3.31,1.27,0.255,,,.271,,,0.3191333333333333,2.4786666666666672,,,,25.0,-6,0,0,0.0,0.0,0,0,1,0.02,0.01,0.75,0.43421052631578955,0.8718544848193629,0.4228830705556404,0.609284340196157,0.6499999999999999,0.6112211934009563,1
2026-07-24,824573,Houston Astros @ Chicago White Sox,Houston Astros,Chicago White Sox,Jeremy Peña,665161,1,R,Davis Martin,R,0.302,0.362,0.472,.304,.364,.482,3.31,1.27,0.255,,,.271,,,0.29186666666666666,2.4786666666666672,,,,27.7,-6,0,0,0.0,0.0,0,0,1,0.02,0.01,1.0,0.37719298245614036,0.7018132269693929,0.4228830705556404,0.5221703891844424,0.6499999999999999,0.6056437862867066,2
2026-07-24,824573,Houston Astros @ Chicago White Sox,Chicago White Sox,Houston Astros,Sam Antonacci,803011,1,R,Spencer Arrighetti,R,0.278,0.37,0.408,.303,.395,.466,4.34,1.31,0.211,,,.194,,,0.28753333333333336,2.5966666666666667,,,,25.0,4,0,0,0.0,0.0,0,0,0,0.0,0.01,1.0,0.324561403508772,0.7120554329149663,0.38399839496118976,0.5158856687310933,0.6499999999999999,0.5755962270267624,3
2026-07-24,824248,Kansas City Royals @ Detroit Tigers,Detroit Tigers,Kansas City Royals,Colt Keith,690993,1,R,Beck Way,R,0.25,0.295,0.392,.260,.305,.412,3.22,1.52,0.276,,,.174,,,0.2508666666666667,3.874666666666667,,,,21.2,-3,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.2631578947368421,0.5968983497920742,0.43659583772801047,0.48061619252779464,0.6499999999999999,0.5672957676455908,1
2026-07-24,824248,Kansas City Royals @ Detroit Tigers,Detroit Tigers,Kansas City Royals,Gleyber Torres,650402,2,R,Beck Way,R,0.28,0.394,0.387,.328,.418,.420,3.22,1.52,0.276,,,.174,,,0.2763333333333334,3.874666666666667,,,,25.0,-3,0,0,0.0,0.0,0,0,0,0.0,0.01,0.75,0.3289473684210527,0.7417364361806509,0.43659583772801047,0.5619793448174646,0.6499999999999999,0.5557097620861855,2
2026-07-24,824248,Kansas City Royals @ Detroit Tigers,Kansas City Royals,Detroit Tigers,Carter Jensen,695600,1,R,Tarik Skubal,L,0.24,0.31,0.433,.278,.323,.422,2.83,0.93,0.217,,,.194,,,0.24339999999999998,2.4457142857142857,,,,25.0,6,0,0,0.0,0.0,0,0,0,0.0,0.01,1.0,0.2412280701754386,0.6313222915889114,0.27625000627924584,0.36521367959003953,0.6499999999999999,0.5504876267195075,3
2026-07-24,823601,Los Angeles Dodgers @ New York Mets,Los Angeles Dodgers,New York Mets,Shohei Ohtani,660271,1,R,Sean Manaea,L,0.18,0.257,0.262,.271,.341,.542,4.74,1.36,0.262,,,.283,,,0.2896666666666667,5.383333333333334,,,,29.9,2,0,0,0.0,0.0,0,0,0,0.0,0.01,1.0,0.10964912280701752,0.6662383079144549,0.4946958508206354,0.701232181887871,0.6499999999999999,0.6751531595079849,1
2026-07-24,823601,Los Angeles Dodgers @ New York Mets,Los Angeles Dodgers,New York Mets,Tommy Edman,669242,3,R,Sean Manaea,L,0.36,0.439,0.535,.348,.483,.565,4.74,1.36,0.262,,,.283,,,0.3508666666666667,5.383333333333334,,,,25.0,2,0,0,0.0,0.0,0,0,0,0.0,0.01,0.5,0.5043859649122807,0.8414947564329106,0.4946958508206354,0.8967593384373918,0.6499999999999999,0.648296345120027,2
2026-07-24,823601,Los Angeles Dodgers @ New York Mets,Los Angeles Dodgers,New York Mets,Andy Pages,681624,2,R,Sean Manaea,L,0.265,0.331,0.457,.275,.364,.500,4.74,1.36,0.262,,,.283,,,0.2670666666666667,5.383333333333334,,,,22.8,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0.75,0.2960526315789474,0.6710995424617028,0.4946958508206354,0.6290277090444204,0.6499999999999999,0.6255377972182794,3
