date,game_pk,matchup,batting_team,opp_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,temp_c,wind_kph,precip,batter_whiff_pct,opp_team_defense_drs,bullpen_risk_flag,bullpen_fatigue_score,bullpen_adjustment,pitcher_whiff_pct,high_whiff_flag,elite_defense_flag,weak_defense_flag,context_adjustment,whiff_penalty,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank
2026-07-24,823434,New York Yankees @ Philadelphia Phillies,New York Yankees,Philadelphia Phillies,Paul Goldschmidt,502671,1,R,Jesús Luzardo,L,0.255,0.313,0.478,.337,.420,.644,3.43,1.21,0.234,,,.256,,,0.26353333333333334,4.442666666666668,,,,26.7,-7,0,0,0.0,0.0,0,0,1,0.02,0.01,1.0,0.2741228070175439,0.8178371121080963,0.38951086614740005,0.5574742977674598,0.6499999999999999,0.679933682536363,1
2026-07-24,823434,New York Yankees @ Philadelphia Phillies,New York Yankees,Philadelphia Phillies,Ben Rice,700250,2,R,Jesús Luzardo,L,0.277,0.366,0.59,.272,.336,.520,3.43,1.21,0.234,,,.256,,,0.27573333333333333,4.442666666666668,,,,24.2,-7,0,0,0.0,0.0,0,0,1,0.02,0.0,0.75,0.32236842105263164,0.6586068463452323,0.38951086614740005,0.5964519335502073,0.6499999999999999,0.6059727614630592,2
2026-07-24,823434,New York Yankees @ Philadelphia Phillies,New York Yankees,Philadelphia Phillies,Amed Rosario,642708,3,R,Jesús Luzardo,L,0.235,0.281,0.451,.207,.265,.391,3.43,1.21,0.234,,,.256,,,0.24440000000000003,4.442666666666668,,,,25.0,-7,0,0,0.0,0.0,0,0,1,0.02,0.01,0.5,0.23026315789473684,0.5046781468713997,0.38951086614740005,0.496345437277577,0.6499999999999999,0.49247461215370647,3
2026-07-24,823843,San Diego Padres @ Miami Marlins,Miami Marlins,San Diego Padres,Otto Lopez,672640,1,R,Germán Márquez,R,0.332,0.367,0.499,.307,.353,.465,5.24,1.54,0.27,,,.244,,,0.33826666666666666,5.726999999999999,,,,20.6,8,0,0,0.0,0.0,0,1,0,-0.03,0.0,1.0,0.4429824561403509,0.6949759149894632,0.530227570041251,0.8785211164035795,0.6499999999999999,0.6495904172202779,1
2026-07-24,823843,San Diego Padres @ Miami Marlins,San Diego Padres,Miami Marlins,Fernando Tatis Jr.,665487,1,R,Ryan Gusto,R,0.286,0.353,0.406,.285,.349,.386,4.7,1.37,0.254,,,.208,,,0.2826666666666667,5.863636363636363,,,,28.6,-5,0,0,0.0,0.0,0,0,1,0.02,0.01,1.0,0.3421052631578947,0.6431577669906591,0.4516883578840716,0.7096390870210617,0.6499999999999999,0.6277418121660454,2
2026-07-24,823843,San Diego Padres @ Miami Marlins,San Diego Padres,Miami Marlins,Jake Cronenworth,630105,2,R,Ryan Gusto,R,0.206,0.296,0.291,.214,.313,.321,4.7,1.37,0.254,,,.208,,,0.18753333333333336,5.863636363636363,,,,25.0,-5,0,0,0.0,0.0,0,0,1,0.02,0.01,0.75,0.16666666666666666,0.5181957430178586,0.4516883578840716,0.4056987249337348,0.6499999999999999,0.5009102518597464,3
2026-07-24,822872,Seattle Mariners @ Texas Rangers,Seattle Mariners,Texas Rangers,Randy Arozarena,668227,1,R,MacKenzie Gore,L,0.281,0.38,0.443,.274,.337,.417,4.8,1.28,0.236,,,.223,,,0.2845333333333333,4.451333333333333,,,,27.6,15,0,0,0.0,0.0,0,1,0,-0.03,0.01,1.0,0.33114035087719307,0.6321964012765735,0.4296470710958781,0.6251221887046026,0.6499999999999999,0.6057115499535971,1
2026-07-24,822872,Seattle Mariners @ Texas Rangers,Seattle Mariners,Texas Rangers,Julio Rodríguez,677594,2,R,MacKenzie Gore,L,0.258,0.32,0.427,.255,.346,.511,4.8,1.28,0.236,,,.223,,,0.2528666666666667,4.451333333333333,,,,27.5,15,0,0,0.0,0.0,0,1,0,-0.03,0.01,0.75,0.28070175438596495,0.6401973643436226,0.4296470710958781,0.5239507297056676,0.6499999999999999,0.5425360718705191,2
2026-07-24,822872,Seattle Mariners @ Texas Rangers,Seattle Mariners,Texas Rangers,Dominic Canzone,686527,3,R,MacKenzie Gore,L,0.257,0.333,0.502,.250,.447,.464,4.8,1.28,0.236,,,.223,,,0.2657333333333334,4.451333333333333,,,,25.0,15,0,0,0.0,0.0,0,1,0,-0.03,0.01,0.5,0.2785087719298246,0.672877683893073,0.4296470710958781,0.5650582909410244,0.6499999999999999,0.5068722859431852,3
2026-07-24,824733,Toronto Blue Jays @ Boston Red Sox,Toronto Blue Jays,Boston Red Sox,Ernie Clement,676391,1,R,Patrick Sandoval,L,0.296,0.32,0.423,.280,.322,.430,4.82,1.71,0.35,,,.276,,,0.2962666666666667,3.45,,,,16.1,1,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.3640350877192982,0.6355607602039572,0.636013202249388,0.5984573960327106,0.6499999999999999,0.7044627601307123,1
2026-07-24,824733,Toronto Blue Jays @ Boston Red Sox,Toronto Blue Jays,Boston Red Sox,Vladimir Guerrero Jr.,665489,2,R,Patrick Sandoval,L,0.259,0.34,0.353,.274,.400,.384,4.82,1.71,0.35,,,.276,,,0.2618,3.45,,,,20.4,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.75,0.2828947368421053,0.6553854965481575,0.636013202249388,0.48834025013281707,0.6499999999999999,0.6429013723317784,2
2026-07-24,824733,Toronto Blue Jays @ Boston Red Sox,Toronto Blue Jays,Boston Red Sox,Kazuma Okamoto,672960,3,R,Patrick Sandoval,L,0.224,0.307,0.44,.238,.326,.440,4.82,1.71,0.35,,,.276,,,0.23333333333333334,3.45,,,,25.0,1,0,0,0.0,0.0,0,0,0,0.0,0.01,0.5,0.206140350877193,0.5885625010133759,0.636013202249388,0.39739243330640606,0.6499999999999999,0.5525534509241212,3
