date,game_pk,matchup,batting_team,batter,batter_id,order,batter_hand,opp_pitcher,opp_pitcher_hand,batter_avg,batter_obp,batter_slg,batter_vs_hand_avg,batter_vs_hand_obp,batter_vs_hand_slg,pitcher_era,pitcher_whip,pitcher_ba_allowed,pitcher_xba_allowed,pitcher_woba_allowed,pitcher_vs_hand_baa,pitcher_vs_hand_xba,pitcher_vs_hand_woba,last15_hitter_avg,last15_pitcher_era,temp_c,wind_kph,precip,order_score,batter_avg_score,batter_split_score,pitcher_score,form_score,env_score,hit_score,game_rank
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Taylor Ward,621493,1,R,Eduardo Rivera,L,0.251,0.386,0.361,.292,.431,.469,2.89,0.96,0.156,,,.278,,,0.25273333333333337,0.9633333333333334,,,,1.0,0.33399602385685884,0.4126666666666666,0.4187859694786556,0.3811766044606282,0.5,0.5359789481793577,1
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Anthony Seigler,678011,1,R,Kyle Bradish,R,0.244,0.317,0.389,.254,.329,.381,3.61,1.35,0.0,,,.245,,,0.2922666666666666,4.041333333333333,,,,1.0,0.32007952286282304,0.33826666666666666,0.4386004392085143,0.6457722455356183,0.5,0.5130126352595638,2
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Ceddanne Rafaela,678882,2,R,Kyle Bradish,R,0.281,0.326,0.433,.279,.320,.401,3.61,1.35,0.0,,,.245,,,0.28213333333333335,4.041333333333333,,,,0.75,0.3936381709741551,0.3542666666666667,0.4386004392085143,0.6288218586444032,0.5,0.46447007722588146,3
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Pete Alonso,624413,2,R,Eduardo Rivera,L,0.246,0.347,0.46,.223,.296,.366,2.89,0.96,0.156,,,.278,,,0.24953333333333336,0.9633333333333334,,,,0.75,0.3240556660039761,0.30566666666666664,0.4187859694786556,0.3758238507055075,0.5,0.4584260351160895,4
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Gunnar Henderson,683002,3,R,Eduardo Rivera,L,0.224,0.293,0.402,.214,.277,.429,2.89,0.96,0.156,,,.278,,,0.22253333333333336,0.9633333333333334,,,,0.5,0.2803180914512923,0.3065333333333333,0.4187859694786556,0.3306599908966773,0.5,0.4018681228114315,5
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Wilyer Abreu,677800,3,R,Kyle Bradish,R,0.267,0.339,0.461,.230,.296,.409,3.61,1.35,0.0,,,.245,,,0.2637333333333334,4.041333333333333,,,,0.5,0.3658051689860835,0.3184666666666667,0.4386004392085143,0.5980435245524596,0.5,0.4009033271120899,6
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Christian Encarnacion-Strand,687952,7,R,Eduardo Rivera,L,0.375,0.375,0.75,.750,.750,1.500,2.89,0.96,0.156,,,.278,,,0.2875,0.9633333333333334,,,,-0.5,0.5805168986083499,1.0,0.4187859694786556,0.4393320436959489,0.5,0.391535597397989,7
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Willson Contreras,575929,4,R,Kyle Bradish,R,0.289,0.384,0.557,.290,.375,.542,3.61,1.35,0.0,,,.245,,,0.2836666666666667,4.041333333333333,,,,0.25,0.4095427435387673,0.4074,0.4386004392085143,0.6313867198187317,0.5,0.37813813973536403,8
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Tyler O'Neill,641933,4,R,Eduardo Rivera,L,0.205,0.297,0.36,.190,.264,.392,2.89,0.96,0.156,,,.278,,,0.18999999999999995,0.9633333333333334,,,,0.25,0.24254473161033793,0.28040000000000004,0.4187859694786556,0.27624032771961754,0.5,0.33717184000153927,9
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Coby Mayo,691723,5,R,Eduardo Rivera,L,0.196,0.264,0.4,.278,.352,.722,2.89,0.96,0.156,,,.278,,,0.19233333333333336,0.9633333333333334,,,,0.0,0.22465208747514911,0.4285333333333333,0.4187859694786556,0.28014337733272643,0.5,0.32479063077683895,10
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Masataka Yoshida,807799,5,R,Kyle Bradish,R,0.267,0.341,0.398,.265,.337,.394,3.61,1.35,0.0,,,.245,,,0.2574,4.041333333333333,,,,0.0,0.3658051689860835,0.3501333333333333,0.4386004392085143,0.5874495327454501,0.5,0.3072308950077051,11
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Leody Taveras,665750,6,R,Eduardo Rivera,L,0.24,0.32,0.363,.195,.290,.244,2.89,0.96,0.156,,,.278,,,0.2408666666666667,0.9633333333333334,,,,-0.25,0.31212723658051683,0.2624666666666667,0.4187859694786556,0.3613268092853892,0.5,0.24545147890307173,12
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Caleb Durbin,702332,6,R,Kyle Bradish,R,0.236,0.299,0.4,.244,.305,.413,3.61,1.35,0.0,,,.245,,,0.2295333333333333,4.041333333333333,,,,-0.25,0.3041749502982107,0.33066666666666666,0.4386004392085143,0.5408359687946079,0.5,0.24537219374841218,13
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Boston Red Sox,Jarren Duran,680776,7,R,Kyle Bradish,R,0.191,0.254,0.34,.187,.240,.360,3.61,1.35,0.0,,,.245,,,0.1947333333333333,4.041333333333333,,,,-0.5,0.2147117296222664,0.2642,0.4386004392085143,0.4826247717076712,0.5,0.17002384751870497,14
2026-07-21,824735,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Chadwick Tromp,644433,9,R,Eduardo Rivera,L,0.25,0.241,0.286,.286,.286,.357,2.89,0.96,0.156,,,.278,,,0.3792307692307692,0.9633333333333334,,,,-1.0,0.33200795228628227,0.3383333333333334,0.4187859694786556,0.5927733622772311,0.5,0.14913512851851465,15
